Name,Median Household Income,Life Expectancy
"Franklin County, Missouri",48694,77.09411764705882
"Greene County, Missouri",43675,77.05689655172414
"Henry County, Missouri",44474,74.95
"Howell County, Missouri",40179,75.63749999999999
"Jackson County, Missouri",48212,75.77329545454549
"Jasper County, Missouri",44314,75.69999999999999
"Jefferson County, Missouri",58704,76.46829268292683
"Johnson County, Missouri",42526,77.7
"Laclede County, Missouri",44808,75.71666666666667
"Lafayette County, Missouri",51421,77.05714285714285
"Lawrence County, Missouri",41674,76.55714285714285
"Lincoln County, Missouri",52466,76.62857142857142
"McDonald County, Missouri",38740,76.775
"Marion County, Missouri",38729,76.775
"Miller County, Missouri",40445,76.49999999999999
"Morgan County, Missouri",32250,75.35999999999999
"Newton County, Missouri",46701,76.33333333333334
"Nodaway County, Missouri",36913,77.46000000000001
"Pettis County, Missouri",42518,77.8090909090909
"Phelps County, Missouri",41149,77.03
"Platte County, Missouri",70837,79.62352941176471
"Polk County, Missouri",42771,77.85
"Pulaski County, Missouri",42072,75.01666666666667
"Randolph County, Missouri",35918,75.56666666666666
"Ray County, Missouri",54287,77.225
"St. Charles County, Missouri",73116,79.93376623376625
"St. Francois County, Missouri",42863,74.09999999999998
"St. Louis County, Missouri",61516,78.62408376963354
"Saline County, Missouri",40545,77.5625
"Scott County, Missouri",38856,77.19999999999999
"Stoddard County, Missouri",38882,75.35
"Stone County, Missouri",42343,77.64999999999999
"Taney County, Missouri",41309,77.02999999999999
"Texas County, Missouri",39907,76.475
"Vernon County, Missouri",41135,75.93333333333334
"Warren County, Missouri",41422,79.08000000000001
"Washington County, Missouri",42832,74.24
"Webster County, Missouri",42842,76.89999999999999
"St. Louis city, Missouri",38397,73.39484536082476
"Cascade County, Montana",45606,76.86190476190477
"Flathead County, Montana",46899,79.89444444444446
"Gallatin County, Montana",57535,80.91578947368421
"Lake County, Montana",40247,79.9375
"Lewis and Clark County, Montana",58796,79.27857142857144
"Missoula County, Montana",42815,79.13888888888889
"Ravalli County, Montana",52273,80.17
"Silver Bow County, Montana",41075,75.70000000000002
"Yellowstone County, Montana",58026,78.12903225806453
"Adams County, Nebraska",45781,79.21111111111111
"Buffalo County, Nebraska",55441,80.81818181818181
"Cass County, Nebraska",66742,78.8
"Dakota County, Nebraska",48474,78.30000000000001
"Dawson County, Nebraska",46207,79.64285714285714
"Dodge County, Nebraska",46065,78.42222222222222
"Douglas County, Nebraska",58359,77.83241379310346
"Gage County, Nebraska",51618,77.55714285714286
"Hall County, Nebraska",50453,79.49285714285715
"Lancaster County, Nebraska",53807,79.26615384615386
"Lincoln County, Nebraska",54252,79.7125
"Madison County, Nebraska",50850,79.66666666666667
"Platte County, Nebraska",59427,81.18571428571428
"Sarpy County, Nebraska",73518,80.18947368421054
"Saunders County, Nebraska",59941,79.9
"Scotts Bluff County, Nebraska",41548,78.89999999999999
"Washington County, Nebraska",58134,81.3
"Churchill County, Nevada",57342,78.06666666666666
"Clark County, Nevada",51552,77.28933649289093
"Douglas County, Nevada",60636,79.76666666666667
"Elko County, Nevada",78311,78.11428571428571
"Lyon County, Nevada",52620,78.0375
"Nye County, Nevada",42028,75.00000000000001
"Washoe County, Nevada",56382,78.19468085106384
"Carson City, Nevada",42251,77.5
"Belknap County, New Hampshire",69565,80.21428571428574
"Carroll County, New Hampshire",56237,82.52727272727273
"Cheshire County, New Hampshire",61780,80.42
"Coos County, New Hampshire",39408,78.80000000000001
"Grafton County, New Hampshire",58183,81.67894736842106
"Hillsborough County, New Hampshire",74323,79.05975609756098
"Merrimack County, New Hampshire",68566,79.50285714285712
"Rockingham County, New Hampshire",87960,80.5873015873016
"Strafford County, New Hampshire",61563,79.51363636363638
"Sullivan County, New Hampshire",51313,80.00000000000001
"Atlantic County, New Jersey",54052,77.55
"Bergen County, New Jersey",89023,82.34943181818177
"Burlington County, New Jersey",74800,78.78921568627453
"Camden County, New Jersey",65025,77.80560000000004
"Cape May County, New Jersey",57116,78.34
"Cumberland County, New Jersey",51315,76.32903225806453
"Essex County, New Jersey",52041,78.11300000000003
"Gloucester County, New Jersey",77565,77.635
"Hudson County, New Jersey",60530,79.79403973509932
"Hunterdon County, New Jersey",102122,82.604
"Mercer County, New Jersey",72417,78.86027397260273
"Middlesex County, New Jersey",78643,80.70182926829273
"Monmouth County, New Jersey",87092,79.84626865671646
"Morris County, New Jersey",101661,82.0295918367347
"Ocean County, New Jersey",63765,78.41743119266054
"Passaic County, New Jersey",55954,79.26842105263157
"Salem County, New Jersey",68830,76.97500000000001
"Somerset County, New Jersey",98440,81.79076923076926
"Sussex County, New Jersey",85086,79.69210526315788
"Union County, New Jersey",71163,80.15377358490565
"Warren County, New Jersey",71277,79.94999999999999
"Bernalillo County, New Mexico",47747,78.53669064748205
"Chaves County, New Mexico",38044,77.16875
"Cibola County, New Mexico",32690,76.97142857142858
"Curry County, New Mexico",40274,76.64545454545454
"Eddy County, New Mexico",64153,75.74999999999999
"Grant County, New Mexico",40977,80.25
"Lea County, New Mexico",56260,76.94375
"Luna County, New Mexico",23893,76.76666666666667
"McKinley County, New Mexico",28212,76.07499999999999
"Otero County, New Mexico",36142,77.43076923076923
"Rio Arriba County, New Mexico",30182,79.25
"Sandoval County, New Mexico",63598,79.3076923076923
"San Juan County, New Mexico",49613,78.39090909090908
"San Miguel County, New Mexico",30727,77.77142857142857
"Santa Fe County, New Mexico",55676,80.49111111111111
"Taos County, New Mexico",41565,81.41666666666667
"Valencia County, New Mexico",42092,77.61764705882352
"Albany County, New York",57042,79.4820895522388
"Allegany County, New York",44486,81.26666666666667
"Bronx County, New York",35176,78.23841269841266
"Broome County, New York",46152,79.32244897959184
"Cattaraugus County, New York",40016,79.4
"Cayuga County, New York",53146,80.92631578947369
"Chautauqua County, New York",44460,78.85294117647061
"Chemung County, New York",53119,77.56666666666668
"Chenango County, New York",50586,80.56666666666665
"Clinton County, New York",45377,79.63749999999997
"Columbia County, New York",60180,81.76500000000001
"Cortland County, New York",51462,80.24545454545455
"Delaware County, New York",42358,81.43846153846154
"Dutchess County, New York",71864,80.55675675675678
"Erie County, New York",52214,77.66696832579181
"Essex County, New York",55440,81.03846153846153
"Franklin County, New York",47739,79.28571428571429
"Fulton County, New York",47763,79.52666666666666
"Genesee County, New York",55164,79.8142857142857
"Greene County, New York",45984,80.39285714285714
"Herkimer County, New York",50678,79.58421052631577
"Jefferson County, New York",51107,80.05909090909091
"Kings County, New York",51141,80.06123595505619
"Lewis County, New York",51677,84.74285714285715
"Livingston County, New York",53441,81.16153846153846
"Madison County, New York",60286,81.9
"Monroe County, New York",54077,79.30113636363639
"Montgomery County, New York",45938,79.32666666666667
"Nassau County, New York",101830,82.36617100371741
"New York County, New York",75575,81.93502109704644
"Niagara County, New York",48160,77.13620689655173
"Oneida County, New York",48023,78.75781249999999
"Onondaga County, New York",57365,79.4015384615385
"Ontario County, New York",57711,80.244
"Orange County, New York",73031,80.21866666666668
"Orleans County, New York",50519,78.26
"Oswego County, New York",49767,79.65714285714284
"Otsego County, New York",49691,81.07333333333334
"Putnam County, New York",90538,81.85294117647058
"Queens County, New York",60422,81.48370967741924
"Rensselaer County, New York",60810,79.05121951219513
"Richmond County, New York",71622,79.58921568627454
"Rockland County, New York",85392,82.31250000000003
"St. Lawrence County, New York",42144,81.07999999999998
"Saratoga County, New York",75761,81.69166666666666
"Schenectady County, New York",61108,78.84186046511628
"Schoharie County, New York",51662,81.91428571428571
"Seneca County, New York",50415,80.65
"Steuben County, New York",47146,79.78620689655172
"Suffolk County, New York",88340,80.6804560260586
"Sullivan County, New York",51761,79.99565217391304
"Tioga County, New York",62700,80.54999999999998
"Tompkins County, New York",58084,81.31176470588235
"Ulster County, New York",59758,80.21707317073171
"Warren County, New York",57541,79.66111111111111
"Washington County, New York",52808,81.43529411764706
"Wayne County, New York",50561,80.11428571428571
"Westchester County, New York",86108,82.36874999999999
"Wyoming County, New York",52136,79.37272727272727
"Yates County, New York",47419,80.58
"Alamance County, North Carolina",39541,77.94
"Alexander County, North Carolina",36335,77.17142857142858
"Anson County, North Carolina",33880,75.71666666666665
"Ashe County, North Carolina",32105,77.48333333333333
"Beaufort County, North Carolina",43225,75.49090909090908
"Bertie County, North Carolina",31425,77.0
"Bladen County, North Carolina",27922,76.85
"Brunswick County, North Carolina",46640,77.12083333333334
"Buncombe County, North Carolina",44619,77.93207547169813
"Burke County, North Carolina",42970,76.74705882352941
"Cabarrus County, North Carolina",56853,77.30270270270273
"Caldwell County, North Carolina",38708,75.85625
"Carteret County, North Carolina",51048,78.07187500000002
"Caswell County, North Carolina",39567,75.71666666666667
"Catawba County, North Carolina",40450,75.94333333333336
"Chatham County, North Carolina",55642,82.09166666666667
"Cherokee County, North Carolina",39879,76.17142857142856
"Cleveland County, North Carolina",38885,74.56190476190477
"Columbus County, North Carolina",34421,74.16923076923078
"Craven County, North Carolina",48145,76.60526315789475
"Cumberland County, North Carolina",42107,75.09642857142856
"Currituck County, North Carolina",73602,76.10000000000001
"Dare County, North Carolina",52833,78.75555555555556
"Davidson County, North Carolina",46150,75.946875
"Davie County, North Carolina",50434,77.57142857142857
"Duplin County, North Carolina",35988,79.5
"Durham County, North Carolina",53495,78.5294117647059
"Edgecombe County, North Carolina",29274,76.30714285714286
"Forsyth County, North Carolina",46477,77.14545454545457
"Franklin County, North Carolina",47318,77.05833333333334
"Gaston County, North Carolina",44293,75.00172413793103
"Granville County, North Carolina",50168,77.82727272727271
"Greene County, North Carolina",30910,77.07499999999999
"Guilford County, North Carolina",47786,78.17706422018351
"Halifax County, North Carolina",31273,75.41818181818184
"Harnett County, North Carolina",48960,76.73999999999998
"Haywood County, North Carolina",46372,77.10714285714285
"Henderson County, North Carolina",47021,79.35000000000001
"Hertford County, North Carolina",34794,76.17999999999999
"Hoke County, North Carolina",40902,76.65
"Iredell County, North Carolina",55949,76.96499999999999
"Jackson County, North Carolina",40644,78.30000000000001
"Johnston County, North Carolina",52234,77.16250000000001
"Lee County, North Carolina",41834,75.94615384615385
"Lenoir County, North Carolina",35773,74.2857142857143
"Lincoln County, North Carolina",46884,77.27222222222224
"McDowell County, North Carolina",32861,76.64
"Macon County, North Carolina",42052,78.04444444444444
"Madison County, North Carolina",37266,78.66666666666667
"Martin County, North Carolina",36650,77.08000000000001
"Mecklenburg County, North Carolina",56883,78.51632653061222
"Montgomery County, North Carolina",37698,76.10000000000001
"Moore County, North Carolina",51547,80.76874999999998
"Nash County, North Carolina",42718,76.37222222222223
"New Hanover County, North Carolina",52685,77.83783783783785
"Northampton County, North Carolina",29712,76.96000000000001
"Onslow County, North Carolina",45832,77.008
"Orange County, North Carolina",61164,79.85000000000001
"Pasquotank County, North Carolina",42496,76.18888888888888
"Pender County, North Carolina",52482,77.23846153846154
"Person County, North Carolina",37989,76.39999999999999
"Pitt County, North Carolina",41453,77.71379310344828
"Polk County, North Carolina",46992,79.48571428571428
"Randolph County, North Carolina",42347,76.4642857142857
"Richmond County, North Carolina",29329,74.38888888888887
"Robeson County, North Carolina",31558,74.33333333333334
"Rockingham County, North Carolina",38241,75.8047619047619
"Rowan County, North Carolina",45320,74.97586206896553
"Rutherford County, North Carolina",35594,75.31666666666666
"Sampson County, North Carolina",40186,75.60000000000001
"Scotland County, North Carolina",35359,75.58571428571429
"Stanly County, North Carolina",44292,76.75384615384615
"Stokes County, North Carolina",40819,77.23333333333333
"Surry County, North Carolina",37337,76.59
"Transylvania County, North Carolina",47463,79.88571428571429
"Union County, North Carolina",71729,78.3470588235294
"Vance County, North Carolina",29303,74.21000000000001
"Wake County, North Carolina",70533,80.25064102564097
"Warren County, North Carolina",27957,76.12
"Watauga County, North Carolina",40083,80.24999999999999
"Wayne County, North Carolina",40361,75.5375
"Wilkes County, North Carolina",40919,76.47692307692307
"Wilson County, North Carolina",41204,77.28333333333335
"Yadkin County, North Carolina",37059,76.1857142857143
"Burleigh County, North Dakota",65079,81.01111111111112
"Cass County, North Dakota",53728,79.69032258064516
"Grand Forks County, North Dakota",51264,79.06
"Morton County, North Dakota",70389,80.8
"Stark County, North Dakota",76948,80.72499999999998
"Stutsman County, North Dakota",57651,78.61666666666666
"Ward County, North Dakota",62631,78.9909090909091
"Williams County, North Dakota",97307,78.3142857142857
"Adams County, Ohio",34511,74.02000000000001
"Allen County, Ohio",50332,76.88333333333335
"Ashland County, Ohio",47197,77.91818181818181
"Ashtabula County, Ohio",44511,75.79599999999999
"Athens County, Ohio",36511,76.85833333333333
"Auglaize County, Ohio",60131,78.44545454545455
"Belmont County, Ohio",46113,75.64999999999999
"Brown County, Ohio",46766,75.07777777777778
"Butler County, Ohio",58785,76.1902777777778
"Carroll County, Ohio",57399,77.47142857142856
"Champaign County, Ohio",60951,76.97777777777779
"Clark County, Ohio",47963,74.31463414634146
"Clermont County, Ohio",62054,77.6236842105263
"Clinton County, Ohio",45667,75.23333333333333
"Columbiana County, Ohio",41887,76.175
"Coshocton County, Ohio",40381,77.03
"Crawford County, Ohio",38470,76.10000000000001
"Cuyahoga County, Ohio",45297,76.2506203473945
"Darke County, Ohio",51858,78.60833333333333
"Defiance County, Ohio",54670,77.76666666666667
"Delaware County, Ohio",96410,79.83529411764708
"Erie County, Ohio",47544,76.5888888888889
"Fairfield County, Ohio",61291,78.36785714285715
"Fayette County, Ohio",45120,74.98571428571428
"Franklin County, Ohio",53882,76.2471074380165
"Fulton County, Ohio",60339,78.72222222222223
"Gallia County, Ohio",37212,73.92857142857143
"Geauga County, Ohio",75895,80.50000000000001
"Greene County, Ohio",59803,78.3
"Guernsey County, Ohio",41860,76.28999999999999
"Hamilton County, Ohio",50990,76.135960591133
"Hancock County, Ohio",54709,78.60000000000001
"Hardin County, Ohio",42453,77.60000000000001
"Henry County, Ohio",58820,80.3
"Highland County, Ohio",38506,75.16666666666667
"Hocking County, Ohio",42730,77.24285714285715
"Holmes County, Ohio",57094,83.0
"Huron County, Ohio",47616,77.13076923076923
"Jackson County, Ohio",43515,73.48571428571428
"Jefferson County, Ohio",44194,74.17391304347827
"Knox County, Ohio",50042,77.175
"Lake County, Ohio",60810,78.00714285714285
"Lawrence County, Ohio",36838,74.22500000000001
"Licking County, Ohio",59883,77.0290322580645
"Logan County, Ohio",48861,76.91818181818181
"Lorain County, Ohio",52373,76.86666666666667
"Lucas County, Ohio",42594,75.12357723577237
"Madison County, Ohio",68377,76.59090909090908
"Mahoning County, Ohio",41910,75.20882352941175
"Marion County, Ohio",40607,75.02941176470587
"Medina County, Ohio",69989,79.4888888888889
"Meigs County, Ohio",39132,76.75
"Mercer County, Ohio",55307,78.93333333333334
"Miami County, Ohio",49156,77.67142857142856
"Montgomery County, Ohio",46561,75.34861111111111
"Morrow County, Ohio",52207,77.06666666666666
"Muskingum County, Ohio",42815,76.07894736842107
"Ottawa County, Ohio",59694,78.6
"Perry County, Ohio",42358,77.2
"Pickaway County, Ohio",61618,75.60000000000001
"Pike County, Ohio",35868,73.64999999999999
"Portage County, Ohio",52835,77.66969696969699
"Preble County, Ohio",50939,76.53333333333335
"Putnam County, Ohio",57611,80.57142857142857
"Richland County, Ohio",45155,75.37241379310345
"Ross County, Ohio",44907,74.75625000000001
"Sandusky County, Ohio",49848,77.57333333333332
"Scioto County, Ohio",35833,73.57000000000001
"Seneca County, Ohio",50268,78.37142857142858
"Shelby County, Ohio",62529,78.74999999999999
"Stark County, Ohio",48819,76.91411764705883
"Summit County, Ohio",51309,76.4356589147287
"Trumbull County, Ohio",42368,75.65818181818179
"Tuscarawas County, Ohio",47331,78.31428571428572
"Union County, Ohio",77116,78.27777777777777
"Van Wert County, Ohio",52602,77.11111111111111
"Warren County, Ohio",81017,78.98437499999999
"Washington County, Ohio",42115,76.72500000000001
"Wayne County, Ohio",52760,78.56129032258065
"Williams County, Ohio",48737,79.35555555555555
"Wood County, Ohio",57027,78.84800000000001
"Wyandot County, Ohio",51012,80.73333333333333
"Adair County, Oklahoma",31028,75.34
"Beckham County, Oklahoma",36479,74.9
"Bryan County, Oklahoma",42125,76.91818181818181
"Caddo County, Oklahoma",48998,79.71249999999999
"Canadian County, Oklahoma",62045,77.22962962962964
"Carter County, Oklahoma",45203,74.28181818181817
"Cherokee County, Oklahoma",44784,74.76666666666667
"Cleveland County, Oklahoma",59336,76.62884615384615
"Comanche County, Oklahoma",47587,74.76428571428572
"Creek County, Oklahoma",46665,75.27619047619048
"Custer County, Oklahoma",47336,76.42
"Delaware County, Oklahoma",39485,75.72222222222223
"Garfield County, Oklahoma",48222,76.275
"Garvin County, Oklahoma",49349,73.9
"Grady County, Oklahoma",53735,77.06666666666666
"Jackson County, Oklahoma",45743,75.86250000000001
"Kay County, Oklahoma",43497,74.83636363636364
"Le Flore County, Oklahoma",38781,74.41666666666667
"Lincoln County, Oklahoma",48120,76.67142857142858
"Logan County, Oklahoma",56462,77.9875
"McClain County, Oklahoma",52312,76.35
"McCurtain County, Oklahoma",30986,75.64999999999999
"McIntosh County, Oklahoma",35621,69.71666666666665
"Mayes County, Oklahoma",47874,76.10000000000001
"Muskogee County, Oklahoma",41016,73.5375
"Oklahoma County, Oklahoma",49693,75.36697674418608
"Okmulgee County, Oklahoma",40576,73.78999999999999
"Osage County, Oklahoma",41787,77.6
"Ottawa County, Oklahoma",35768,74.01111111111112
"Payne County, Oklahoma",39840,77.00666666666667
"Pittsburg County, Oklahoma",44978,75.89166666666667
"Pontotoc County, Oklahoma",46984,75.28
"Pottawatomie County, Oklahoma",43317,74.00625000000002
"Rogers County, Oklahoma",63041,76.47142857142856
"Seminole County, Oklahoma",40508,75.94444444444444
"Sequoyah County, Oklahoma",35502,75.33333333333334
"Stephens County, Oklahoma",44819,75.1909090909091
"Texas County, Oklahoma",50903,79.14
"Tulsa County, Oklahoma",51287,76.0732142857142
"Wagoner County, Oklahoma",57319,76.02000000000001
"Washington County, Oklahoma",51941,76.5923076923077
"Woodward County, Oklahoma",62500,75.55999999999999
"Benton County, Oregon",52852,81.91538461538462
"Clackamas County, Oregon",69629,79.89740259740257
"Clatsop County, Oregon",47770,77.9909090909091
"Columbia County, Oregon",49901,78.72
"Coos County, Oregon",38351,76.20833333333333
"Crook County, Oregon",43395,77.25
"Curry County, Oregon",36020,75.85
"Deschutes County, Oregon",57373,79.91363636363636
"Douglas County, Oregon",41428,76.87272727272729
"Hood River County, Oregon",54098,81.3
"Jackson County, Oregon",43948,78.34
"Jefferson County, Oregon",39818,78.0
"Josephine County, Oregon",41493,76.85625
"Klamath County, Oregon",43952,77.63000000000002
"Lane County, Oregon",47318,78.76455696202531
"Lincoln County, Oregon",40807,77.91176470588235
"Linn County, Oregon",47527,77.88571428571429
"Malheur County, Oregon",37380,77.77142857142857
"Marion County, Oregon",52047,79.30877192982456
"Multnomah County, Oregon",59231,78.87278481012662
"Polk County, Oregon",54970,79.26363636363637
"Tillamook County, Oregon",45695,78.325
"Umatilla County, Oregon",49472,78.9714285714286
"Union County, Oregon",49583,78.41250000000001
"Wasco County, Oregon",43933,77.88750000000002
"Washington County, Oregon",70447,81.2010101010101
"Yamhill County, Oregon",51084,79.61176470588236
"Adams County, Pennsylvania",61023,79.99545454545456
"Allegheny County, Pennsylvania",54467,77.23613445378145
"Armstrong County, Pennsylvania",44477,77.78947368421053
"Beaver County, Pennsylvania",50128,77.20399999999998
"Bedford County, Pennsylvania",46465,78.58181818181818
"Berks County, Pennsylvania",56122,78.46477272727273
"Blair County, Pennsylvania",45432,77.53823529411764
"Bradford County, Pennsylvania",48983,79.19285714285715
"Bucks County, Pennsylvania",80575,79.60857142857147
"Rock County, Wisconsin",53777,77.94375
"St. Croix County, Wisconsin",71449,79.6923076923077
"Sauk County, Wisconsin",51638,80.19999999999999
"Shawano County, Wisconsin",51141,79.49000000000001
"Sheboygan County, Wisconsin",57047,78.89200000000001
"Taylor County, Wisconsin",48208,83.85999999999999
"Trempealeau County, Wisconsin",54332,80.825
"Vernon County, Wisconsin",49737,81.02857142857144
"Vilas County, Wisconsin",40402,79.02000000000001
"Walworth County, Wisconsin",58537,79.01052631578946
"Washington County, Wisconsin",69713,79.86153846153846
"Waukesha County, Wisconsin",77761,80.8297297297297
"Waupaca County, Wisconsin",55459,77.88333333333333
"Waushara County, Wisconsin",51227,79.48333333333333
"Winnebago County, Wisconsin",52136,78.84054054054054
"Wood County, Wisconsin",50796,79.52666666666666
"Albany County, Wyoming",44243,80.9125
"Campbell County, Wyoming",82734,78.42
"Fremont County, Wyoming",54135,78.9
"Laramie County, Wyoming",60599,80.44117647058822
"Natrona County, Wyoming",52886,79.5294117647059
"Park County, Wyoming",57124,81.67999999999999
"Sheridan County, Wyoming",60276,79.71666666666667
"Sweetwater County, Wyoming",67585,79.17777777777778
"Teton County, Wyoming",75185,81.95
"Uinta County, Wyoming",54583,77.7
"Butler County, Pennsylvania",68848,78.86744186046512
"Cambria County, Pennsylvania",44179,77.34358974358975
"Carbon County, Pennsylvania",57387,77.00833333333331
"Centre County, Pennsylvania",56337,81.78260869565216
"Chester County, Pennsylvania",90503,80.77272727272727
"Clarion County, Pennsylvania",37525,79.17999999999999
"Clearfield County, Pennsylvania",44666,78.12
"Clinton County, Pennsylvania",48125,79.16666666666666
"Columbia County, Pennsylvania",42599,78.4142857142857
"Crawford County, Pennsylvania",46574,77.71363636363635
"Cumberland County, Pennsylvania",63890,79.81304347826087
"Dauphin County, Pennsylvania",54232,78.06923076923076
"Delaware County, Pennsylvania",67584,77.65971223021579
"Elk County, Pennsylvania",44939,78.33333333333331
"Erie County, Pennsylvania",47386,77.30303030303034
"Fayette County, Pennsylvania",40495,76.33714285714285
"Franklin County, Pennsylvania",57960,80.05555555555556
"Greene County, Pennsylvania",52264,77.83333333333333
"Huntingdon County, Pennsylvania",44359,79.95833333333334
"Indiana County, Pennsylvania",46990,78.82000000000001
"Jefferson County, Pennsylvania",46082,77.74615384615385
"Juniata County, Pennsylvania",51780,79.38
"Lackawanna County, Pennsylvania",48518,76.66491228070177
"Lancaster County, Pennsylvania",59262,79.84183673469389
"Lawrence County, Pennsylvania",42921,76.98928571428571
"Lebanon County, Pennsylvania",52571,78.94838709677421
"Lehigh County, Pennsylvania",56452,79.35
"Luzerne County, Pennsylvania",50301,76.52828282828283
"Lycoming County, Pennsylvania",51455,79.07037037037036
"McKean County, Pennsylvania",46527,77.05000000000001
"Mercer County, Pennsylvania",47051,77.26785714285712
"Mifflin County, Pennsylvania",41641,78.59166666666665
"Monroe County, Pennsylvania",57318,79.59333333333332
"Montgomery County, Pennsylvania",83254,80.24660194174756
"Northampton County, Pennsylvania",62436,79.680303030303
"Northumberland County, Pennsylvania",44989,77.03333333333333
"Perry County, Pennsylvania",54567,77.17
"Philadelphia County, Pennsylvania",41233,75.37971830985911
"Pike County, Pennsylvania",60975,80.47999999999999
"Schuylkill County, Pennsylvania",45810,76.29230769230767
"Snyder County, Pennsylvania",51774,81.17142857142858
"Somerset County, Pennsylvania",43660,78.05714285714286
"Susquehanna County, Pennsylvania",51479,79.26363636363637
"Tioga County, Pennsylvania",49137,78.57
"Union County, Pennsylvania",58674,80.55714285714286
"Venango County, Pennsylvania",46297,77.27499999999999
"Warren County, Pennsylvania",45200,78.53076923076922
"Washington County, Pennsylvania",58085,76.98596491228072
"Wayne County, Pennsylvania",52249,77.73333333333333
"Westmoreland County, Pennsylvania",53540,77.95510204081634
"Wyoming County, Pennsylvania",52018,79.38571428571429
"York County, Pennsylvania",58409,78.36250000000001
"Bristol County, Rhode Island",80125,80.69999999999999
"Kent County, Rhode Island",65931,78.8702702702703
"Newport County, Rhode Island",66026,80.51500000000001
"Providence County, Rhode Island",50565,78.52857142857147
"Washington County, Rhode Island",72453,80.64
"Abbeville County, South Carolina",31288,77.64999999999999
"Aiken County, South Carolina",47219,77.07999999999998
"Anderson County, South Carolina",43558,76.52051282051282
"Barnwell County, South Carolina",26324,75.74000000000001
"Beaufort County, South Carolina",60257,80.01875000000001
"Berkeley County, South Carolina",56548,76.95526315789475
"Charleston County, South Carolina",57079,77.61599999999999
"Cherokee County, South Carolina",32102,74.18461538461538
"Chester County, South Carolina",30355,73.75454545454546
"Chesterfield County, South Carolina",35841,75.42
"Clarendon County, South Carolina",37542,75.39999999999999
"Colleton County, South Carolina",31714,73.53333333333332
"Darlington County, South Carolina",33922,73.45333333333333
"Dillon County, South Carolina",28966,75.05
"Dorchester County, South Carolina",54521,78.00434782608696
"Edgefield County, South Carolina",47994,77.05
"Fairfield County, South Carolina",32152,76.25
"Florence County, South Carolina",40883,74.50625000000002
"Georgetown County, South Carolina",43158,76.26428571428572
"Greenville County, South Carolina",51908,77.543119266055
"Greenwood County, South Carolina",43218,77.88571428571429
"Hampton County, South Carolina",28337,75.72
"Horry County, South Carolina",47541,77.03432835820895
"Jasper County, South Carolina",36375,75.85000000000001
"Kershaw County, South Carolina",47995,75.38000000000002
"Lancaster County, South Carolina",45676,75.46153846153845
"Laurens County, South Carolina",39474,75.45333333333332
"Lexington County, South Carolina",55227,77.73943661971829
"Marion County, South Carolina",29796,73.75
"Marlboro County, South Carolina",34969,73.72857142857143
"Newberry County, South Carolina",38189,77.3875
"Oconee County, South Carolina",43266,76.05
"Orangeburg County, South Carolina",38596,74.33333333333334
"Pickens County, South Carolina",42449,75.53478260869566
"Richland County, South Carolina",51301,76.78356164383561
"Saluda County, South Carolina",40458,78.2
"Spartanburg County, South Carolina",45125,76.24179104477612
"Sumter County, South Carolina",41169,75.26666666666667
"Union County, South Carolina",30053,73.48888888888888
"Williamsburg County, South Carolina",26326,73.17999999999999
"York County, South Carolina",56359,77.17555555555556
"Brookings County, South Dakota",55220,80.01666666666667
"Brown County, South Dakota",51427,79.7375
"Codington County, South Dakota",51590,82.47142857142856
"Lawrence County, South Dakota",54077,79.26
"Lincoln County, South Dakota",76533,80.75
"Meade County, South Dakota",55390,81.0
"Minnehaha County, South Dakota",54918,79.225
"Pennington County, South Dakota",52611,79.31363636363635
"Yankton County, South Dakota",45977,79.58
"Anderson County, Tennessee",42744,76.4875
"Bedford County, Tennessee",43744,76.33333333333333
"Blount County, Tennessee",49134,76.51904761904761
"Bradley County, Tennessee",42922,75.19473684210527
"Campbell County, Tennessee",31796,72.84
"Carroll County, Tennessee",36168,74.44285714285715
"Carter County, Tennessee",33626,75.02941176470588
"Cheatham County, Tennessee",52433,75.0
"Claiborne County, Tennessee",35997,73.5625
"Cocke County, Tennessee",26762,72.7
"Coffee County, Tennessee",43926,74.4090909090909
"Cumberland County, Tennessee",38078,75.73076923076923
"Davidson County, Tennessee",52026,76.50785714285719
"Dickson County, Tennessee",46990,75.76
"Dyer County, Tennessee",46348,75.48750000000001
"Fayette County, Tennessee",56275,76.06363636363635
"Franklin County, Tennessee",48784,75.24999999999999
"Gibson County, Tennessee",42137,74.41538461538461
"Giles County, Tennessee",40285,74.8
"Grainger County, Tennessee",37468,73.3
"Greene County, Tennessee",34768,74.91538461538461
"Hamblen County, Tennessee",37055,74.43333333333332
"Hamilton County, Tennessee",48580,76.28108108108107
"Hardeman County, Tennessee",39979,73.98333333333333
"Hardin County, Tennessee",36430,73.43333333333332
"Hawkins County, Tennessee",37348,74.19166666666668
"Henderson County, Tennessee",40402,73.23333333333333
"Henry County, Tennessee",37816,73.36666666666666
"Hickman County, Tennessee",41840,74.16
"Jefferson County, Tennessee",43052,75.52499999999999
"Knox County, Tennessee",52229,76.04699999999998
"Lauderdale County, Tennessee",31958,74.0625
"Lawrence County, Tennessee",40649,74.96363636363635
"Lincoln County, Tennessee",41476,75.41111111111111
"Loudon County, Tennessee",48729,76.10999999999999
"McMinn County, Tennessee",35635,74.82222222222221
"McNairy County, Tennessee",37219,73.65714285714284
"Macon County, Tennessee",36644,74.0
"Madison County, Tennessee",47801,74.97999999999999
"Marion County, Tennessee",39931,74.36666666666666
